,DP,Proportion,CCG
342,0,0.0982142857143,40
343,0,0.0377358490566,40
344,0,0.114021571649,40
345,0,0.0472440944882,40
346,0,0.0446428571429,40
347,0,0.0333333333333,40
348,0,0.0551401869159,40
349,0,0.077380952381,40
350,0,0.0361067503925,40
351,0,0.0424354243542,40
352,0,0.0508166969147,40
353,0,0.0526315789474,40
354,0,0.039039039039,40
355,0,0.0532915360502,40
356,0,0.0752941176471,40
357,0,0.0155945419103,40
358,0,0.264705882353,40
359,0,0.0216802168022,40
360,0,0.0192307692308,40
361,0,0.0557184750733,40
362,0,0.0363636363636,40
363,0,0.053488372093,40
364,0,0.075,40
365,0,0.0790378006873,40
366,0,0.0349344978166,40
367,0,0.0228571428571,40
368,0,0.0714285714286,40
369,0,0.0736842105263,40
370,0,0.058981233244,40
371,0,0.0462633451957,40
372,0,0.01,40
373,0,0.0686274509804,40
374,0,0.02849002849,40
375,0,0.0544554455446,40
376,0,0.206611570248,40
377,0,0.246987951807,40
378,0,0.0185185185185,40
379,0,0.0989010989011,40
380,0,0.175,40
381,0,0.103092783505,47
382,0,0.0797373358349,48
383,0,0.0563025210084,45
384,0,0.0787234042553,45
385,0,0.101210121012,47
386,0,0.0909090909091,45
387,0,0.0226244343891,47
388,0,0.0420168067227,48
389,0,0.0580808080808,45
390,0,0.0296127562642,45
391,0,0.0552208835341,48
392,0,0.0,48
393,0,0.0308008213552,47
394,0,0.0318181818182,47
395,0,0.0131578947368,48
396,0,0.0481586402266,47
397,0,0.0624390243902,49
398,0,0.044061302682,48
399,0,0.0420168067227,45
400,0,0.0476878612717,49
401,0,0.0155763239875,47
402,0,0.0771653543307,48
403,0,0.0151006711409,48
404,0,0.0212765957447,47
405,0,0.0576923076923,47
406,0,0.105095541401,51
407,0,0.0132450331126,47
408,0,0.0639534883721,47
409,0,0.092970521542,45
410,0,0.0346368715084,49
411,0,0.0317700453858,47
412,0,0.0302013422819,47
413,0,0.0251396648045,47
414,0,0.0247349823322,47
415,0,0.0816901408451,45
416,0,0.0757575757576,47
417,0,0.095802919708,47
418,0,0.068085106383,47
419,0,0.0253521126761,48
420,0,0.0688172043011,47
421,0,0.0127388535032,47
422,0,0.0245614035088,47
423,0,0.0292249047014,45
424,0,0.114975845411,45
425,0,0.0692588092345,45
426,0,0.0305958132045,49
427,0,0.0526315789474,47
428,0,0.0678879310345,45
429,0,0.0465872156013,45
430,0,0.0281425891182,45
431,0,0.20704845815,47
432,0,0.116788321168,47
433,0,0.0645161290323,47
434,0,0.0247191011236,48
435,0,0.0233918128655,47
436,0,0.0232558139535,47
437,0,0.0909090909091,45
438,0,0.114457831325,45
439,0,0.0220588235294,47
440,0,0.104166666667,48
441,0,0.0623655913978,45
442,0,0.0252100840336,47
443,0,0.0134408602151,49
444,0,0.0,48
445,0,0.0508474576271,45
446,0,0.0178571428571,47
447,0,0.0116618075802,47
448,0,0.257731958763,47
449,0,0.0,49
450,0,0.05,45
451,0,0.0373134328358,45
452,0,0.0434782608696,47
453,0,0.0536912751678,47
454,0,0.078431372549,49
455,0,0.00694444444444,49
456,0,0.0692041522491,47
457,0,0.12962962963,45
458,0,0.0851063829787,45
459,0,0.036866359447,45
460,0,0.0666666666667,48
461,0,0.0264900662252,48
462,0,0.00735294117647,47
463,0,0.0501319261214,49
464,0,0.0201005025126,45
465,0,0.0129310344828,48
466,0,0.0853242320819,47
467,0,0.170212765957,47
468,0,0.0737179487179,47
469,0,0.0755555555556,48
470,0,0.110169491525,47
471,0,0.0777777777778,47
472,0,0.0609756097561,49
473,0,0.0496894409938,45
474,0,0.0357142857143,48
475,0,0.00943396226415,48
476,0,0.0227272727273,45
477,0,0.0212765957447,48
478,0,0.0113636363636,48
479,0,0.0434782608696,45
480,0,0.0,48
481,0,0.0555555555556,47
482,0,0.0352564102564,47
483,0,0.0285714285714,48
484,0,0.0796645702306,47
485,0,0.0357142857143,47
486,0,0.0188679245283,47
487,0,0.19801980198,49
488,0,0.027397260274,47
489,0,0.0377358490566,48
490,0,0.0,47
491,0,0.0689655172414,47
492,0,0.00917431192661,48
493,0,0.0982142857143,48
494,0,0.0992366412214,50
495,0,0.0287769784173,51
496,0,0.0513432835821,51
497,0,0.0252100840336,51
498,0,0.0572450805009,43
499,0,0.096,43
500,0,0.0625,43
501,0,0.0506607929515,44
502,0,0.108303249097,51
503,0,0.0459770114943,46
504,0,0.104790419162,46
505,0,0.153846153846,50
506,0,0.160278745645,43
507,0,0.0452488687783,44
508,0,0.0137931034483,50
509,0,0.013986013986,46
510,0,0.106666666667,51
511,0,0.0,51
512,0,0.0845070422535,44
513,0,0.044262295082,43
514,0,0.0392156862745,46
515,0,0.0246478873239,43
516,0,0.048128342246,43
517,0,0.114006514658,51
518,0,0.0729517396184,51
519,0,0.0344202898551,50
520,0,0.064039408867,43
521,0,0.030303030303,50
522,0,0.0542168674699,51
523,0,0.0596590909091,51
524,0,0.0645933014354,51
525,0,0.10071942446,44
526,0,0.0243902439024,51
527,0,0.1,51
528,0,0.012987012987,46
529,0,0.0815217391304,50
530,0,0.0147601476015,50
531,0,0.147239263804,44
532,0,0.0745192307692,60
533,0,0.0470914127424,44
534,0,0.0233236151603,60
535,0,0.0113636363636,44
536,0,0.015427769986,60
537,0,0.0252747252747,60
538,0,0.0264900662252,60
539,0,0.03861003861,60
540,0,0.0449339207048,60
541,0,0.0493601462523,60
542,0,0.0335570469799,60
543,0,0.025,63
544,0,0.0318021201413,60
545,0,0.0452538631347,60
546,0,0.0845771144279,44
547,0,0.0418006430868,60
548,0,0.091726618705,44
549,0,0.0322580645161,60
550,0,0.0771604938272,44
551,0,0.0338028169014,63
552,0,0.014367816092,63
553,0,0.052,60
554,0,0.0714285714286,60
555,0,0.053882725832,60
556,0,0.04,60
557,0,0.0,60
558,0,0.0612745098039,44
559,0,0.00924214417745,63
560,0,0.00611620795107,60
561,0,0.0655226209048,60
562,0,0.0232198142415,60
563,0,0.0487256371814,60
564,0,0.0330788804071,60
565,0,0.0255863539446,60
566,0,0.0280748663102,60
567,0,0.0119047619048,60
568,0,0.025641025641,60
569,0,0.0668257756563,60
570,0,0.00852272727273,60
571,0,0.0416666666667,60
572,0,0.0,63
573,0,0.00877192982456,63
574,0,0.00940860215054,60
575,0,0.0150727650728,60
576,0,0.0562248995984,60
577,0,0.0112044817927,63
578,0,0.0509803921569,44
579,0,0.0371057513915,60
580,0,0.0357941834452,60
581,0,0.0190895741557,60
582,0,0.0641509433962,60
583,0,0.0472440944882,63
584,0,0.0176470588235,63
585,0,0.0659340659341,60
586,0,0.0689655172414,44
587,0,0.0217391304348,63
588,0,0.00636942675159,63
589,0,0.0,63
590,0,0.0214285714286,63
591,0,0.0,63
592,0,0.0153846153846,63
593,0,0.0161290322581,63
594,0,0.114765100671,44
595,0,0.0208816705336,63
596,0,0.0,63
597,0,0.0386473429952,63
598,0,0.0190476190476,63
599,0,0.0130434782609,60
600,0,0.012987012987,63
601,0,0.0,60
602,0,0.0,63
603,0,0.00966183574879,63
604,0,0.0166666666667,63
605,0,0.00502512562814,63
606,0,0.00595238095238,63
607,0,0.0,63
608,0,0.0391644908616,61
609,0,0.0962732919255,61
610,0,0.0650602409639,61
611,0,0.03515625,61
612,0,0.00828157349896,61
613,0,0.0612460401267,61
614,0,0.0295566502463,61
615,0,0.0210748155954,61
616,0,0.0274566473988,61
617,0,0.0837004405286,61
618,0,0.0654088050314,61
619,0,0.0325670498084,61
620,0,0.0527472527473,61
621,0,0.0431034482759,61
622,0,0.0670926517572,61
623,0,0.0134529147982,61
624,0,0.0266990291262,61
625,0,0.0379146919431,61
626,0,0.0,61
627,0,0.1015625,61
628,0,0.0414937759336,61
629,0,0.0693069306931,61
630,0,0.0388349514563,61
631,0,0.0224719101124,61
632,0,0.163701067616,65
633,0,0.0924855491329,64
634,0,0.00316455696203,65
635,0,0.430260047281,64
636,0,0.0963172804533,64
637,0,0.0655021834061,65
638,0,0.0729166666667,65
639,0,0.0714285714286,64
640,0,0.0714285714286,64
641,0,0.0835030549898,65
642,0,0.0791666666667,65
643,0,0.0965665236052,65
644,0,0.0761589403974,64
645,0,0.110921501706,65
646,0,0.124865446717,65
647,0,0.0418719211823,65
648,0,0.0708154506438,65
649,0,0.0388349514563,64
650,0,0.227678571429,64
651,0,0.122388059701,64
652,0,0.0587121212121,65
653,0,0.217514124294,64
654,0,0.111428571429,64
655,0,0.0482603815937,64
656,0,0.0785714285714,65
657,0,0.0621118012422,64
658,0,0.0308641975309,64
659,0,0.0948905109489,64
660,0,0.0523690773067,64
661,0,0.109792284866,64
662,0,0.0967741935484,65
663,0,0.0516351118761,65
664,0,0.0465838509317,64
665,0,0.0117647058824,64
666,0,0.0436681222707,64
667,0,0.0468227424749,64
668,0,0.0961538461538,64
669,0,0.152542372881,65
670,0,0.0289855072464,64
671,0,0.0421052631579,64
672,0,0.0240963855422,64
673,0,0.0642504118616,64
674,0,0.0,64
675,0,0.105485232068,65
676,0,0.0841584158416,64
677,0,0.0869565217391,65
678,0,0.0769230769231,64
679,0,0.0443349753695,65
680,0,0.0416666666667,65
681,0,0.0702702702703,65
682,0,0.109243697479,65
683,0,0.0593220338983,64
684,0,0.00314465408805,64
685,0,0.0917431192661,64
686,0,0.0213675213675,64
687,0,0.0550458715596,65
688,0,0.0634920634921,64
689,0,0.0853658536585,64
690,0,0.0505050505051,65
691,0,0.107594936709,65
692,0,0.242718446602,65
693,0,0.097619047619,65
694,0,0.05,65
695,0,0.016393442623,64
696,0,0.0484848484848,64
697,0,0.0388349514563,59
698,0,0.0310344827586,58
699,0,0.0545454545455,59
700,0,0.127147766323,59
701,0,0.0790697674419,58
702,0,0.0453563714903,58
703,0,0.0539956803456,58
704,0,0.111922141119,62
705,0,0.376311844078,62
706,0,0.042194092827,59
707,0,0.0416666666667,58
708,0,0.0659340659341,62
709,0,0.0679304897314,59
710,0,0.00773694390716,59
711,0,0.101176470588,58
712,0,0.0125628140704,59
713,0,0.1072319202,59
714,0,0.0163043478261,62
715,0,0.0144927536232,58
716,0,0.103658536585,62
717,0,0.0552325581395,62
718,0,0.165535956581,59
719,0,0.0301724137931,59
720,0,0.0649350649351,59
721,0,0.0242424242424,62
722,0,0.0720221606648,59
723,0,0.0119047619048,62
724,0,0.084388185654,62
725,0,0.189985272459,62
726,0,0.0767326732673,62
727,0,0.0220264317181,58
728,0,0.122222222222,58
729,0,0.046875,59
730,0,0.0677966101695,62
731,0,0.064039408867,59
732,0,0.0292275574113,58
733,0,0.207482993197,58
734,0,0.0595611285266,59
735,0,0.065,62
736,0,0.102564102564,59
737,0,0.0561056105611,62
738,0,0.0287081339713,59
739,0,0.0254237288136,59
740,0,0.0485436893204,59
741,0,0.0979498861048,58
742,0,0.0396341463415,58
743,0,0.188888888889,62
744,0,0.0451436388509,59
745,0,0.235294117647,59
746,0,0.0522875816993,62
747,0,0.0573770491803,59
748,0,0.0277777777778,58
749,0,0.168582375479,58
750,0,0.0668449197861,59
751,0,0.0441176470588,59
752,0,0.093023255814,62
753,0,0.0934426229508,59
754,0,0.0440251572327,59
755,0,0.0178117048346,59
756,0,0.0454545454545,62
757,0,0.0807174887892,59
758,0,0.062015503876,59
759,0,0.10401891253,58
760,0,0.0550458715596,58
761,0,0.0507246376812,58
762,0,0.0700636942675,59
763,0,0.0148698884758,58
764,0,0.0797872340426,58
765,0,0.0670731707317,58
766,0,0.142857142857,59
767,0,0.0669642857143,58
768,0,0.034188034188,58
769,0,0.0526315789474,62
770,0,0.0738636363636,59
771,0,0.00854700854701,58
772,0,0.0,58
773,0,0.0552486187845,59
774,0,0.0326086956522,62
775,0,0.119230769231,62
776,0,0.037037037037,62
777,0,0.113043478261,59
778,0,0.0,59
779,0,0.0227272727273,58
780,0,0.1,58
781,0,0.0,58
782,0,0.0,58
783,0,0.0394736842105,58
784,0,0.0743801652893,58
785,0,0.0,62
786,0,0.0265780730897,62
787,0,0.0533333333333,59
788,0,0.125461254613,58
789,0,0.00858369098712,62
790,0,0.0354609929078,58
791,0,0.0833333333333,58
792,0,0.0857142857143,58
793,0,0.0592592592593,59
794,0,0.104651162791,58
795,0,0.104895104895,59
796,0,0.0120481927711,58
797,0,0.0760233918129,57
798,0,0.0583153347732,57
799,0,0.0738786279683,57
800,0,0.0567260940032,57
801,0,0.0584694754944,57
802,0,0.133802816901,57
803,0,0.0192492781521,57
804,0,0.048,57
805,0,0.0470162748644,57
806,0,0.0537634408602,57
807,0,0.147368421053,57
808,0,0.0396475770925,57
809,0,0.0850515463918,57
810,0,0.0858369098712,57
811,0,0.0212765957447,57
812,0,0.0801104972376,57
813,0,0.0517737296261,57
814,0,0.0725388601036,57
815,0,0.0470409711684,57
816,0,0.0179487179487,57
817,0,0.145991561181,57
818,0,0.0401069518717,57
819,0,0.0525252525253,57
820,0,0.0357142857143,57
821,0,0.0597609561753,57
822,0,0.0110294117647,57
823,0,0.0841121495327,57
824,0,0.123839009288,57
825,0,0.0639344262295,57
826,0,0.0432098765432,57
827,0,0.139442231076,57
828,0,0.0333333333333,57
829,0,0.0594594594595,57
830,0,0.0105263157895,57
831,0,0.0,57
832,0,0.008,57
833,0,0.111111111111,57
834,0,0.0210526315789,85
835,0,0.0184615384615,85
836,0,0.104234527687,85
837,0,0.0187265917603,90
838,0,0.027027027027,90
839,0,0.0147058823529,90
840,0,0.0128205128205,90
841,0,0.0225563909774,82
842,0,0.0112044817927,90
843,0,0.0412979351032,81
844,0,0.0583657587549,82
845,0,0.0282776349614,85
846,0,0.00361010830325,90
847,0,0.0257731958763,85
848,0,0.00588235294118,90
849,0,0.0362903225806,90
850,0,0.00996677740864,81
851,0,0.0,81
852,0,0.0355329949239,81
853,0,0.0453686200378,85
854,0,0.0111731843575,81
855,0,0.00980392156863,90
856,0,0.0730337078652,85
857,0,0.0314814814815,82
858,0,0.0149253731343,90
859,0,0.0269607843137,90
860,0,0.00833333333333,82
861,0,0.044776119403,85
862,0,0.0220588235294,90
863,0,0.0,90
864,0,0.0155642023346,90
865,0,0.0077519379845,90
866,0,0.0164705882353,85
867,0,0.0175438596491,90
868,0,0.0225225225225,85
869,0,0.0340136054422,85
870,0,0.0450819672131,90
871,0,0.0188679245283,90
872,0,0.0196506550218,82
873,0,0.0193370165746,90
874,0,0.030303030303,90
875,0,0.0,90
876,0,0.020202020202,90
877,0,0.0352941176471,82
878,0,0.0623145400593,82
879,0,0.0546448087432,90
880,0,0.0765550239234,85
881,0,0.0252100840336,90
882,0,0.0253807106599,90
883,0,0.046783625731,90
884,0,0.078431372549,85
885,0,0.010152284264,90
886,0,0.0837209302326,85
887,0,0.0,90
888,0,0.0331125827815,85
889,0,0.0126984126984,90
890,0,0.0245398773006,90
891,0,0.0201005025126,85
892,0,0.00892857142857,90
893,0,0.0166112956811,90
894,0,0.00869565217391,90
895,0,0.0647482014388,85
896,0,0.0141843971631,21
897,0,0.0461538461538,85
898,0,0.0270602706027,21
899,0,0.0395683453237,81
900,0,0.0092807424594,85
901,0,0.0212765957447,90
902,0,0.152173913043,85
903,0,0.0104166666667,81
904,0,0.0133333333333,85
905,0,0.0253164556962,82
906,0,0.0246305418719,82
907,0,0.0144230769231,81
908,0,0.0,82
909,0,0.025,90
910,0,0.105454545455,85
911,0,0.046783625731,21
912,0,0.00564971751412,90
913,0,0.0210526315789,90
914,0,0.0059880239521,90
915,0,0.0181818181818,90
916,0,0.00980392156863,81
917,0,0.0162601626016,90
918,0,0.0748299319728,81
919,0,0.118279569892,21
920,0,0.02,90
921,0,0.0212765957447,85
922,0,0.0,90
923,0,0.0,82
924,0,0.04,85
925,0,0.0280373831776,82
926,0,0.0444444444444,21
927,0,0.0227272727273,81
928,0,0.0194805194805,82
929,0,0.0212765957447,90
930,0,0.0175438596491,90
931,0,0.047619047619,90
932,0,0.0,85
933,0,0.0479452054795,82
934,0,0.0610687022901,82
935,0,0.00751879699248,21
936,0,0.00990099009901,82
937,0,0.0,90
938,0,0.0330739299611,118
939,0,0.0168539325843,116
940,0,0.09,118
941,0,0.00290697674419,116
942,0,0.0252403846154,115
943,0,0.0355871886121,118
944,0,0.063829787234,115
945,0,0.0384138785626,118
946,0,0.0,116
947,0,0.0359168241966,116
948,0,0.0123762376238,116
949,0,0.00869565217391,116
950,0,0.041958041958,115
951,0,0.00478468899522,116
952,0,0.0240524781341,116
953,0,0.130120481928,115
954,0,0.0561403508772,118
955,0,0.0545977011494,118
956,0,0.0443213296399,116
957,0,0.0315789473684,116
958,0,0.0157480314961,116
959,0,0.0347222222222,118
960,0,0.0395061728395,116
961,0,0.0490196078431,118
962,0,0.0262008733624,118
963,0,0.0139751552795,116
964,0,0.0286975717439,115
965,0,0.0137614678899,115
966,0,0.0506912442396,118
967,0,0.0706638115632,115
968,0,0.0224887556222,118
969,0,0.0359712230216,118
970,0,0.0164319248826,116
971,0,0.0800653594771,118
972,0,0.0335570469799,115
973,0,0.0260869565217,118
974,0,0.0143540669856,118
975,0,0.0227670753065,116
976,0,0.0529411764706,115
977,0,0.0297951582868,115
978,0,0.0379146919431,116
979,0,0.0,116
980,0,0.036496350365,116
981,0,0.021897810219,118
982,0,0.0798319327731,118
983,0,0.0533333333333,116
984,0,0.119047619048,118
985,0,0.106060606061,116
986,0,0.0257826887661,115
987,0,0.0838709677419,115
988,0,0.061310782241,115
989,0,0.0513833992095,118
990,0,0.0853658536585,115
991,0,0.0105263157895,118
992,0,0.0561555075594,116
993,0,0.0408719346049,115
994,0,0.0386740331492,115
995,0,0.0104166666667,116
996,0,0.0731707317073,116
997,0,0.1,118
998,0,0.00645161290323,116
999,0,0.0313588850174,116
1000,0,0.0579710144928,116
1001,0,0.0258215962441,118
1002,0,0.0289855072464,116
1003,0,0.0,116
1004,0,0.0323529411765,118
1005,0,0.0446428571429,118
1006,0,0.0,118
1007,0,0.0460251046025,115
1008,0,0.0391304347826,116
1009,0,0.0376811594203,116
1010,0,0.0,116
1011,0,0.00724637681159,118
1012,0,0.0107296137339,116
1013,0,0.034188034188,115
1014,0,0.222222222222,118
1015,0,0.0410557184751,115
1016,0,0.0309278350515,116
1017,0,0.0232558139535,116
1018,0,0.0263157894737,115
1019,0,0.015873015873,118
1020,0,0.0316027088036,118
1021,0,0.0377358490566,116
1022,0,0.127659574468,116
1023,0,0.140350877193,118
1024,0,0.0,116
1025,0,0.0833333333333,115
1026,0,0.0810810810811,116
1027,0,0.0,116
1028,0,0.0134228187919,116
1029,0,0.0326086956522,116
